timestamp,meter_id,zone,type,consommation_kw,tension_v,courant_a,is_anomaly,anomaly_type,confidence,reconstruction_score,voltage_score,consumption_score,power_factor_score,frequency_score,temporal_score,rate_change_score
2026-05-11 16:27:56,SM_0016,Zone D,residentiel,2.530,221.15,11.440,0,normal,0.8471,0.7647,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:56,SM_0017,Zone A,residentiel,3.483,228.73,15.228,0,normal,0.8789,0.6056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:56,SM_0018,Zone B,residentiel,1.615,220.30,7.331,0,normal,0.8000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:56,SM_0019,Zone C,residentiel,3.067,218.80,14.017,0,normal,0.9187,0.4065,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:56,SM_0020,Zone D,residentiel,1.328,229.96,5.775,0,normal,0.8000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:56,SM_0021,Zone A,residentiel,2.878,219.33,13.122,0,normal,0.8273,0.8633,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:56,SM_0022,Zone B,residentiel,2.015,201.48,10.001,0,normal,0.8245,0.1774,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:56,SM_0023,Zone C,residentiel,1.910,234.96,8.129,0,normal,0.8415,0.7925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:56,SM_0024,Zone D,residentiel,0.706,222.17,3.178,0,normal,0.8834,0.5829,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0025,Zone A,residentiel,1.606,227.56,7.057,0,normal,0.8000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0026,Zone B,residentiel,0.991,238.09,4.162,0,normal,0.8045,0.9773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0027,Zone C,residentiel,1.154,233.95,4.933,0,normal,0.9447,0.2767,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0028,Zone D,residentiel,2.187,222.14,9.845,0,normal,0.8997,0.5015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0029,Zone A,residentiel,1.728,223.68,7.725,0,normal,0.9286,0.3571,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0030,Zone B,residentiel,2.664,237.03,11.239,0,normal,0.8533,0.7336,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0031,Zone C,commercial,7.639,234.26,32.609,0,normal,0.8560,0.7202,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0032,Zone D,commercial,8.740,237.42,36.812,0,normal,0.8500,0.7500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0033,Zone A,commercial,6.054,219.14,27.626,0,normal,0.9531,0.2347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0034,Zone B,commercial,7.327,226.87,32.296,0,normal,0.8646,0.6768,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0035,Zone C,commercial,6.934,227.65,30.459,0,normal,0.8524,0.7380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0036,Zone D,commercial,5.369,239.20,22.446,0,normal,0.9255,0.3727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0037,Zone A,commercial,8.282,241.75,34.259,0,normal,0.8169,0.8136,0.1022,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0038,Zone B,commercial,7.251,223.61,32.427,0,normal,0.8191,0.9043,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0039,Zone C,commercial,3.910,228.91,17.081,0,normal,0.8694,0.6531,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0040,Zone D,commercial,8.974,218.15,41.137,1,reconstruction,0.7502,0.7502,0.1030,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0041,Zone A,commercial,7.424,224.04,33.137,0,normal,0.9106,0.4472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0042,Zone B,commercial,6.150,220.41,27.903,0,normal,0.9002,0.4991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0043,Zone C,industriel,26.088,222.80,117.092,1,reconstruction,0.7283,0.7283,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0044,Zone D,industriel,17.399,237.07,73.392,0,normal,0.9089,0.4554,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0045,Zone A,industriel,12.718,220.18,57.762,0,normal,0.9439,0.2806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0046,Zone B,industriel,21.045,223.16,94.305,0,normal,0.9554,0.2231,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0047,Zone C,industriel,18.280,236.11,77.422,0,normal,0.9757,0.1215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0048,Zone D,industriel,18.840,230.71,81.661,0,normal,0.9617,0.1917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0049,Zone A,industriel,19.384,233.49,83.019,0,normal,0.8479,0.7605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:57,SM_0050,Zone B,industriel,19.209,218.38,87.961,0,normal,0.8565,0.6164,0.1010,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0001,Zone A,residentiel,2.072,227.23,9.119,0,normal,0.8762,0.6190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0002,Zone B,residentiel,2.102,229.94,9.142,0,normal,0.8677,0.6615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0003,Zone C,residentiel,10.310,227.17,45.385,1,consumption,0.9000,0.5204,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0004,Zone D,residentiel,2.507,218.07,11.496,0,normal,0.9394,0.1992,0.1037,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0005,Zone A,residentiel,2.766,223.96,12.350,0,normal,0.8320,0.8401,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0006,Zone B,residentiel,0.795,227.93,3.488,0,normal,0.9679,0.1605,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0007,Zone C,residentiel,2.888,220.65,13.089,0,normal,0.9625,0.1873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0008,Zone D,residentiel,1.777,221.23,8.032,0,normal,0.9438,0.2812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0009,Zone A,residentiel,2.376,233.68,10.168,0,normal,0.9075,0.4625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0010,Zone B,residentiel,4.269,241.18,17.700,1,reconstruction,0.9904,0.9904,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0011,Zone C,residentiel,0.000,219.97,0.000,0,normal,0.8848,0.5761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0012,Zone D,residentiel,2.914,221.46,13.158,0,normal,0.9236,0.3821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0013,Zone A,residentiel,0.886,225.28,3.933,0,normal,0.9590,0.2048,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0014,Zone B,residentiel,3.767,230.42,16.348,1,reconstruction,0.9303,0.9303,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0015,Zone C,residentiel,2.033,222.47,9.138,0,normal,0.8871,0.5644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0016,Zone D,residentiel,2.200,228.50,9.628,0,normal,0.8905,0.5473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0017,Zone A,residentiel,3.424,229.04,14.949,0,normal,0.9082,0.4589,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0018,Zone B,residentiel,0.520,240.57,2.162,0,normal,0.8000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0019,Zone C,residentiel,1.488,231.69,6.422,0,normal,0.8297,0.8513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0020,Zone D,residentiel,1.806,218.10,8.281,0,normal,0.9464,0.1646,0.1035,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0021,Zone A,residentiel,2.545,233.45,10.902,0,normal,0.9609,0.1956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0022,Zone B,residentiel,1.035,238.53,4.339,0,normal,0.9137,0.4317,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0023,Zone C,residentiel,1.535,223.88,6.856,0,normal,0.8070,0.9649,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0024,Zone D,residentiel,1.881,233.81,8.045,0,normal,0.8931,0.5344,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0025,Zone A,residentiel,1.043,232.87,4.479,0,normal,0.8000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0026,Zone B,residentiel,1.976,233.45,8.464,0,normal,0.9054,0.4731,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0027,Zone C,residentiel,2.438,233.46,10.443,0,normal,0.8836,0.5821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0028,Zone D,residentiel,3.326,229.43,14.497,0,normal,0.8235,0.8823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0029,Zone A,residentiel,2.045,225.57,9.066,0,normal,0.8466,0.7670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0030,Zone B,residentiel,1.655,226.65,7.302,0,normal,0.8945,0.5274,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0031,Zone C,commercial,7.875,218.39,36.059,0,normal,0.8693,0.5526,0.1010,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0032,Zone D,commercial,8.887,220.96,40.220,0,normal,0.8022,0.5389,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0033,Zone A,commercial,7.078,222.55,31.804,0,normal,0.8857,0.5714,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0034,Zone B,commercial,7.083,229.46,30.868,0,normal,0.9161,0.4197,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0035,Zone C,commercial,7.691,225.43,34.117,0,normal,0.9717,0.1417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0036,Zone D,commercial,5.010,222.77,22.490,0,normal,0.9223,0.3884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0037,Zone A,commercial,8.797,239.23,36.772,0,normal,0.8825,0.5873,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0038,Zone B,commercial,5.441,233.36,23.316,0,normal,0.8100,0.9498,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0039,Zone C,commercial,6.549,219.58,29.825,0,normal,0.8533,0.7333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0040,Zone D,commercial,9.547,226.49,42.152,1,reconstruction,0.8715,0.8715,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0041,Zone A,commercial,7.482,232.58,32.170,0,normal,0.8988,0.5058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0042,Zone B,commercial,6.342,221.52,28.629,0,normal,0.9576,0.2119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0043,Zone C,industriel,20.195,231.02,87.417,0,normal,0.8563,0.7186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0044,Zone D,industriel,15.090,222.27,67.890,0,normal,0.8000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0045,Zone A,industriel,13.998,226.43,61.820,0,normal,0.8195,0.9027,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0046,Zone B,industriel,22.212,236.88,93.769,0,normal,0.8709,0.6456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0047,Zone C,industriel,20.424,229.79,88.881,0,normal,0.8230,0.8850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0048,Zone D,industriel,21.777,239.89,90.779,0,normal,0.8152,0.9239,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0049,Zone A,industriel,18.507,240.07,77.090,0,normal,0.8523,0.7386,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:27:59,SM_0050,Zone B,industriel,15.731,204.16,77.052,1,reconstruction,0.9550,0.9550,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0001,Zone A,residentiel,15.621,219.68,71.108,1,consumption,0.9849,0.3484,0.0000,0.9849,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0002,Zone B,residentiel,1.257,200.73,6.262,1,voltage,0.7000,0.3233,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0003,Zone C,residentiel,6.186,240.70,25.700,1,reconstruction,0.6373,0.6373,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0004,Zone D,residentiel,2.613,231.75,11.275,0,normal,0.9046,0.4769,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0005,Zone A,residentiel,1.938,235.28,8.237,0,normal,0.8237,0.8813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0006,Zone B,residentiel,0.986,241.61,4.081,0,normal,0.9456,0.1710,0.1010,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0007,Zone C,residentiel,3.003,190.78,15.741,1,voltage,1.0000,0.7497,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0008,Zone D,residentiel,1.169,240.65,4.858,0,normal,0.9213,0.3934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0009,Zone A,residentiel,2.100,229.23,9.161,0,normal,0.8140,0.9302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0010,Zone B,residentiel,2.238,227.51,9.837,0,normal,0.8220,0.8899,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0011,Zone C,residentiel,0.000,241.41,0.000,0,normal,0.8223,0.8883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0012,Zone D,residentiel,2.197,221.17,9.934,0,normal,0.9266,0.3670,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0013,Zone A,residentiel,0.000,254.72,0.000,1,reconstruction,0.8402,0.8402,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0014,Zone B,residentiel,3.875,238.78,16.228,1,reconstruction,0.6386,0.6386,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0015,Zone C,residentiel,1.648,226.80,7.266,0,normal,0.9282,0.3592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0016,Zone D,residentiel,2.772,231.09,11.995,0,normal,0.8156,0.9219,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0017,Zone A,residentiel,3.589,229.85,15.615,0,normal,0.9599,0.2003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0018,Zone B,residentiel,0.000,232.18,0.000,0,normal,0.8000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0019,Zone C,residentiel,1.489,232.81,6.396,0,normal,0.9283,0.3585,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0020,Zone D,residentiel,1.455,191.57,7.595,1,voltage,1.0000,0.9110,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0021,Zone A,residentiel,2.291,230.79,9.927,0,normal,0.8657,0.6717,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0022,Zone B,residentiel,1.375,229.49,5.992,0,normal,0.8094,0.9530,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0023,Zone C,residentiel,1.040,240.68,4.321,0,normal,0.9549,0.2255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0024,Zone D,residentiel,0.682,230.05,2.965,0,normal,0.9439,0.2803,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0025,Zone A,residentiel,0.802,239.32,3.351,0,normal,0.8799,0.6006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0026,Zone B,residentiel,0.684,220.00,3.109,0,normal,0.8011,0.9946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0027,Zone C,residentiel,11.681,227.58,51.327,1,consumption,0.9000,0.7677,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0028,Zone D,residentiel,3.686,235.48,15.653,0,normal,0.8884,0.5581,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0029,Zone A,residentiel,1.746,234.49,7.446,0,normal,0.9681,0.1595,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0030,Zone B,residentiel,0.962,234.47,4.103,0,normal,0.8571,0.7143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0031,Zone C,commercial,6.908,234.22,29.494,0,normal,0.8427,0.7864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0032,Zone D,commercial,8.131,226.78,35.854,0,normal,0.8000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0033,Zone A,commercial,7.587,229.34,33.082,0,normal,0.9184,0.4079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0034,Zone B,commercial,6.399,240.10,26.651,0,normal,0.8262,0.8688,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0035,Zone C,commercial,5.200,221.68,23.457,0,normal,0.8000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0036,Zone D,commercial,5.322,236.93,22.462,0,normal,0.9238,0.3810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0037,Zone A,commercial,7.707,231.91,33.233,0,normal,0.8054,0.9732,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0038,Zone B,commercial,5.459,237.37,22.998,0,normal,0.9489,0.2555,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0039,Zone C,commercial,6.502,239.31,27.170,0,normal,0.8615,0.6927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0040,Zone D,commercial,8.242,233.68,35.270,0,normal,0.8728,0.6360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0041,Zone A,commercial,6.730,236.66,28.437,0,normal,0.9649,0.1756,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0042,Zone B,commercial,8.003,220.53,36.290,0,normal,0.8818,0.5909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0043,Zone C,industriel,21.547,201.26,107.061,1,reconstruction,0.8715,0.8715,0.7000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0044,Zone D,industriel,17.355,241.24,71.941,0,normal,0.8348,0.8259,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0045,Zone A,industriel,14.501,241.57,60.028,1,reconstruction,0.9960,0.9960,0.1006,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0046,Zone B,industriel,23.323,233.62,99.833,0,normal,0.8630,0.6849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0047,Zone C,industriel,17.671,233.09,75.812,0,normal,0.8355,0.8227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0048,Zone D,industriel,21.864,229.63,95.214,0,normal,0.8512,0.7442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0049,Zone A,industriel,19.123,228.68,83.623,0,normal,0.8014,0.9931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:01,SM_0050,Zone B,industriel,13.977,236.30,59.149,0,normal,0.9677,0.1615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0001,Zone A,residentiel,10.883,229.41,47.439,1,consumption,0.9000,0.6718,0.0000,0.9000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0002,Zone B,residentiel,1.451,235.11,6.172,0,normal,0.8948,0.5261,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0003,Zone C,residentiel,4.417,240.49,18.367,1,reconstruction,0.8488,0.8488,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0004,Zone D,residentiel,3.754,227.74,16.484,0,normal,0.8221,0.4397,0.0000,0.6000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0005,Zone A,residentiel,2.217,239.00,9.276,0,normal,0.8198,0.9010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0006,Zone B,residentiel,1.458,262.88,5.546,1,voltage,1.0000,0.2623,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0007,Zone C,residentiel,3.329,233.62,14.250,0,normal,0.9703,0.1484,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0008,Zone D,residentiel,1.626,241.67,6.728,0,normal,0.8281,0.7580,0.1015,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0009,Zone A,residentiel,1.745,236.78,7.370,0,normal,0.8695,0.6525,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2026-05-11 16:28:03,SM_0010,Zone B,residentiel,0.716,223.86,3.198,0,normal,0.8107,0.9466,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
