timestamp,meter_id,zone,type,consommation_kw,tension_v,courant_a,facteur_puissance,frequence_hz,statut,anomalies
2026-05-11 17:43:00,SM_0045,Zone B,residentiel,3.955,227.15,19.738,0.882,59.67,NORMAL,none
2026-05-11 17:43:00,SM_0046,Zone A,residentiel,1.416,237.41,6.956,0.857,59.98,NORMAL,none
2026-05-11 17:43:00,SM_0047,Zone D,commercial,11.589,221.31,57.608,0.909,59.91,NORMAL,none
2026-05-11 17:43:00,SM_0048,Zone B,residentiel,2.378,227.13,11.619,0.901,60.14,NORMAL,none
2026-05-11 17:43:00,SM_0049,Zone D,commercial,7.895,224.88,37.529,0.936,60.3,NORMAL,none
2026-05-11 17:43:00,SM_0050,Zone B,commercial,11.66,230.84,56.637,0.892,60.85,ALERTE,frequency_deviation
2026-05-11 17:43:00,SM_0051,Zone C,residentiel,3.448,220.12,17.771,0.881,59.75,NORMAL,none
2026-05-11 17:43:00,SM_0052,Zone A,commercial,34.226,236.35,166.394,0.87,59.6,ALERTE,consumption_spike
2026-05-11 17:43:00,SM_0053,Zone D,residentiel,1.628,223.01,7.709,0.947,59.94,NORMAL,none
2026-05-11 17:43:00,SM_0054,Zone A,industriel,38.939,226.42,178.577,0.963,59.92,NORMAL,none
2026-05-11 17:43:00,SM_0055,Zone D,industriel,28.268,239.07,137.324,0.861,59.99,NORMAL,none
2026-05-11 17:43:00,SM_0056,Zone A,commercial,10.528,230.92,48.118,0.948,60.47,NORMAL,none
2026-05-11 17:43:00,SM_0057,Zone A,commercial,0.693,235.28,3.104,0.949,59.7,ALERTE,consumption_drop
2026-05-11 17:43:00,SM_0058,Zone C,residentiel,3.505,263.08,23.581,0.565,60.3,ALERTE,combined
2026-05-11 17:43:00,SM_0059,Zone A,commercial,0.921,230.42,4.564,0.876,60.31,ALERTE,consumption_drop
2026-05-11 17:43:00,SM_0060,Zone B,residentiel,1.677,235.27,7.311,0.975,60.3,NORMAL,none
2026-05-11 17:43:00,SM_0061,Zone C,industriel,22.448,239.02,106.379,0.883,60.11,NORMAL,none
2026-05-11 17:43:00,SM_0062,Zone B,industriel,3.66,225.78,16.545,0.98,59.79,ALERTE,consumption_drop
2026-05-11 17:43:00,SM_0063,Zone A,commercial,4.489,225.54,21.845,0.911,59.68,NORMAL,none
2026-05-11 17:43:00,SM_0064,Zone B,residentiel,3.531,228.92,16.422,0.939,60.34,NORMAL,none
2026-05-11 17:43:00,SM_0065,Zone C,industriel,33.779,236.39,147.832,0.967,59.85,NORMAL,none
2026-05-11 17:43:00,SM_0066,Zone D,industriel,12.564,227.35,56.569,0.977,60.43,NORMAL,none
2026-05-11 17:43:00,SM_0067,Zone A,commercial,9.625,221.55,44.615,0.974,59.8,NORMAL,none
2026-05-11 17:43:00,SM_0068,Zone A,residentiel,4.165,232.95,20.36,0.878,59.53,NORMAL,none
2026-05-11 17:43:00,SM_0069,Zone A,residentiel,2.996,221.17,13.863,0.977,59.55,NORMAL,none
2026-05-11 17:43:00,SM_0070,Zone D,commercial,10.876,223.05,56.69,0.86,60.48,NORMAL,none
2026-05-11 17:43:00,SM_0071,Zone D,commercial,4.355,237.08,20.006,0.918,60.37,NORMAL,none
2026-05-11 17:43:00,SM_0072,Zone A,residentiel,3.636,224.38,17.489,0.927,59.81,NORMAL,none
2026-05-11 17:43:00,SM_0073,Zone C,residentiel,28.733,229.92,127.607,0.979,60.38,ALERTE,consumption_spike
2026-05-11 17:43:00,SM_0074,Zone B,commercial,9.978,230.59,44.743,0.967,60.3,NORMAL,none
2026-05-11 17:43:00,SM_0075,Zone C,residentiel,8.506,231.71,41.78,0.879,59.86,ALERTE,consumption_spike
2026-05-11 17:43:00,SM_0076,Zone D,residentiel,2.562,231.26,12.537,0.884,59.76,NORMAL,none
2026-05-11 17:43:00,SM_0077,Zone D,commercial,6.581,228.29,31.96,0.902,60.2,NORMAL,none
2026-05-11 17:43:00,SM_0078,Zone A,industriel,39.786,239.87,171.87,0.965,59.97,NORMAL,none
2026-05-11 17:43:00,SM_0079,Zone B,residentiel,3.613,225.08,17.929,0.895,59.93,NORMAL,none
2026-05-11 17:43:00,SM_0080,Zone D,commercial,11.883,230.96,59.08,0.871,60.07,NORMAL,none
2026-05-11 17:43:00,SM_0081,Zone B,commercial,1.03,220.8,4.961,0.94,60.29,ALERTE,consumption_drop
2026-05-11 17:43:00,SM_0082,Zone B,residentiel,4.417,221.82,22.461,0.886,59.84,NORMAL,none
2026-05-11 17:43:00,SM_0083,Zone D,residentiel,8.2,254.16,67.232,0.48,59.98,ALERTE,combined
2026-05-11 17:43:00,SM_0084,Zone C,commercial,8.996,194.63,54.206,0.853,59.59,ALERTE,voltage_low
2026-05-11 17:43:00,SM_0085,Zone D,residentiel,3.928,226.92,18.026,0.96,60.14,NORMAL,none
2026-05-11 17:43:00,SM_0086,Zone D,industriel,15.196,239.67,65.921,0.962,59.92,NORMAL,none
2026-05-11 17:43:00,SM_0087,Zone B,industriel,10.726,221.95,56.07,0.862,60.46,NORMAL,none
2026-05-11 17:43:00,SM_0088,Zone B,commercial,3.927,237.75,45.485,0.363,59.51,ALERTE,power_factor_low
2026-05-11 17:43:00,SM_0089,Zone A,industriel,22.469,238.05,109.918,0.859,60.3,NORMAL,none
2026-05-11 17:43:00,SM_0090,Zone C,industriel,32.734,226.17,149.494,0.968,59.85,NORMAL,none
2026-05-11 17:43:00,SM_0091,Zone B,commercial,7.382,220.49,34.895,0.959,59.54,NORMAL,none
2026-05-11 17:43:00,SM_0092,Zone A,residentiel,4.202,222.0,20.935,0.904,60.1,NORMAL,none
2026-05-11 17:43:00,SM_0093,Zone D,commercial,21.527,228.47,99.167,0.95,59.62,ALERTE,consumption_spike
2026-05-11 17:43:00,SM_0094,Zone A,commercial,8.075,235.77,38.366,0.893,59.91,NORMAL,none
2026-05-11 17:43:00,SM_0095,Zone A,industriel,30.256,189.84,182.388,0.874,60.43,ALERTE,voltage_low
2026-05-11 17:43:00,SM_0096,Zone D,residentiel,2.301,239.3,9.831,0.978,59.97,NORMAL,none
2026-05-11 17:43:00,SM_0097,Zone C,residentiel,4.15,228.67,18.975,0.956,59.56,NORMAL,none
2026-05-11 17:43:00,SM_0098,Zone A,industriel,14.317,229.42,66.26,0.942,60.29,NORMAL,none
2026-05-11 17:43:00,SM_0099,Zone A,industriel,26.538,227.09,122.67,0.953,60.03,NORMAL,none
2026-05-11 17:43:00,SM_0100,Zone A,commercial,5.162,237.11,22.498,0.968,60.23,NORMAL,none
2026-05-11 17:44:00,SM_0001,Zone B,industriel,29.233,226.71,148.597,0.868,59.87,NORMAL,none
2026-05-11 17:44:00,SM_0002,Zone B,residentiel,4.965,226.88,22.617,0.968,59.92,NORMAL,none
2026-05-11 17:44:00,SM_0003,Zone D,commercial,8.109,231.6,39.707,0.882,59.66,NORMAL,none
2026-05-11 17:44:00,SM_0004,Zone B,residentiel,4.083,228.09,20.932,0.855,59.73,NORMAL,none
2026-05-11 17:44:00,SM_0005,Zone C,commercial,3.202,239.12,15.378,0.871,59.8,NORMAL,none
2026-05-11 17:44:00,SM_0006,Zone D,industriel,13.124,239.28,64.348,0.852,60.48,NORMAL,none
2026-05-11 17:44:00,SM_0007,Zone B,residentiel,3.809,220.91,18.697,0.922,60.15,NORMAL,none
2026-05-11 17:44:00,SM_0008,Zone B,industriel,29.716,222.1,140.465,0.953,59.99,NORMAL,none
2026-05-11 17:44:00,SM_0009,Zone B,commercial,5.083,224.39,24.276,0.933,59.77,NORMAL,none
2026-05-11 17:44:00,SM_0010,Zone B,residentiel,3.708,232.86,18.384,0.866,58.48,ALERTE,frequency_deviation
2026-05-11 17:44:00,SM_0011,Zone C,industriel,24.598,237.09,110.897,0.936,60.02,NORMAL,none
2026-05-11 17:44:00,SM_0012,Zone B,commercial,52.94,224.21,271.521,0.87,60.02,ALERTE,consumption_spike
2026-05-11 17:44:00,SM_0013,Zone B,commercial,8.024,239.03,36.798,0.912,59.51,NORMAL,none
2026-05-11 17:44:00,SM_0014,Zone D,commercial,4.741,239.15,20.876,0.95,59.77,NORMAL,none
2026-05-11 17:44:00,SM_0015,Zone D,residentiel,10.739,227.92,52.238,0.902,60.21,ALERTE,consumption_spike
2026-05-11 17:44:00,SM_0016,Zone C,residentiel,0.081,237.59,0.351,0.973,59.61,ALERTE,consumption_drop
2026-05-11 17:44:00,SM_0017,Zone D,residentiel,2.209,231.37,10.631,0.898,59.55,NORMAL,none
2026-05-11 17:44:00,SM_0018,Zone A,industriel,20.694,229.0,94.123,0.96,59.89,NORMAL,none
2026-05-11 17:44:00,SM_0019,Zone A,residentiel,1.259,260.97,5.594,0.862,60.27,ALERTE,voltage_high
2026-05-11 17:44:00,SM_0020,Zone B,commercial,7.641,232.62,34.432,0.954,60.07,NORMAL,none
2026-05-11 17:44:00,SM_0021,Zone C,industriel,19.425,222.37,90.728,0.963,60.12,NORMAL,none
2026-05-11 17:44:00,SM_0022,Zone D,commercial,57.02,239.73,260.575,0.913,59.76,ALERTE,consumption_spike
2026-05-11 17:44:00,SM_0023,Zone A,commercial,6.439,239.67,31.46,0.854,60.03,NORMAL,none
2026-05-11 17:44:00,SM_0024,Zone A,commercial,6.118,228.81,30.453,0.878,58.44,ALERTE,frequency_deviation
2026-05-11 17:44:00,SM_0025,Zone B,residentiel,1.019,236.71,4.748,0.907,60.25,NORMAL,none
2026-05-11 17:44:00,SM_0026,Zone A,industriel,13.177,239.47,105.626,0.521,59.98,ALERTE,power_factor_low
2026-05-11 17:44:00,SM_0027,Zone B,commercial,6.948,190.13,42.498,0.86,59.75,ALERTE,voltage_low
2026-05-11 17:44:00,SM_0028,Zone B,industriel,100.433,220.26,508.191,0.897,60.02,ALERTE,consumption_spike
2026-05-11 17:44:00,SM_0029,Zone B,industriel,12.631,226.99,59.17,0.94,60.22,NORMAL,none
2026-05-11 17:44:00,SM_0030,Zone A,residentiel,3.691,234.24,18.447,0.854,59.73,NORMAL,none
2026-05-11 17:44:00,SM_0031,Zone D,residentiel,18.86,232.44,89.555,0.906,60.15,ALERTE,consumption_spike
2026-05-11 17:44:00,SM_0032,Zone C,residentiel,3.572,185.71,20.903,0.92,59.58,ALERTE,voltage_low
2026-05-11 17:44:00,SM_0033,Zone D,industriel,24.98,260.5,110.178,0.87,59.94,ALERTE,voltage_high
2026-05-11 17:44:00,SM_0034,Zone A,commercial,11.766,223.92,55.068,0.954,59.51,NORMAL,none
2026-05-11 17:44:00,SM_0035,Zone B,commercial,1.155,230.79,5.494,0.911,59.53,ALERTE,consumption_drop
2026-05-11 17:44:00,SM_0036,Zone D,commercial,7.323,237.76,33.149,0.929,60.34,NORMAL,none
2026-05-11 17:44:00,SM_0037,Zone C,commercial,20.286,259.33,113.533,0.689,60.36,ALERTE,combined
2026-05-11 17:44:00,SM_0038,Zone B,residentiel,2.79,235.98,12.508,0.945,59.85,NORMAL,none
2026-05-11 17:44:00,SM_0039,Zone D,residentiel,0.946,233.63,4.567,0.886,60.41,NORMAL,none
2026-05-11 17:44:00,SM_0040,Zone D,residentiel,3.192,269.97,13.076,0.904,60.27,ALERTE,voltage_high
2026-05-11 17:44:00,SM_0041,Zone C,industriel,136.712,226.56,704.065,0.857,59.71,ALERTE,consumption_spike
2026-05-11 17:44:00,SM_0042,Zone C,commercial,7.171,229.29,35.191,0.889,59.52,NORMAL,none
2026-05-11 17:44:00,SM_0043,Zone C,residentiel,4.27,230.48,21.787,0.85,59.77,NORMAL,none
2026-05-11 17:44:00,SM_0044,Zone C,industriel,183.898,239.47,867.429,0.885,59.57,ALERTE,consumption_spike
2026-05-11 17:44:00,SM_0045,Zone D,industriel,13.787,237.95,62.388,0.929,59.54,NORMAL,none
2026-05-11 17:44:00,SM_0046,Zone D,commercial,11.095,222.98,56.637,0.879,59.59,NORMAL,none
2026-05-11 17:44:00,SM_0047,Zone B,commercial,8.162,238.47,37.897,0.903,60.26,NORMAL,none
2026-05-11 17:44:00,SM_0048,Zone B,industriel,24.593,268.44,99.322,0.922,59.86,ALERTE,voltage_high
2026-05-11 17:44:00,SM_0049,Zone A,commercial,3.651,230.28,18.447,0.859,58.22,ALERTE,frequency_deviation
2026-05-11 17:44:00,SM_0050,Zone A,residentiel,3.126,238.99,13.406,0.976,60.47,NORMAL,none
2026-05-11 17:44:00,SM_0051,Zone C,residentiel,3.968,195.42,21.079,0.963,59.58,ALERTE,voltage_low
2026-05-11 17:44:00,SM_0052,Zone D,residentiel,1.859,184.78,10.377,0.97,60.29,ALERTE,voltage_low
2026-05-11 17:44:00,SM_0053,Zone A,residentiel,10.928,256.39,79.048,0.539,60.26,ALERTE,combined
2026-05-11 17:44:00,SM_0054,Zone A,residentiel,2.302,220.09,21.535,0.486,60.33,ALERTE,power_factor_low
2026-05-11 17:44:00,SM_0055,Zone B,commercial,7.972,231.22,36.674,0.94,59.65,NORMAL,none
2026-05-11 17:44:00,SM_0056,Zone C,industriel,37.418,226.32,173.489,0.953,58.21,ALERTE,frequency_deviation
2026-05-11 17:44:00,SM_0057,Zone B,industriel,15.848,228.41,80.008,0.867,60.42,NORMAL,none
2026-05-11 17:44:00,SM_0058,Zone D,residentiel,0.605,226.4,2.946,0.907,60.28,NORMAL,none
2026-05-11 17:44:00,SM_0059,Zone D,industriel,27.641,222.7,129.065,0.962,60.0,NORMAL,none
2026-05-11 17:44:00,SM_0060,Zone B,industriel,25.504,195.99,149.174,0.872,60.46,ALERTE,voltage_low
2026-05-11 17:44:00,SM_0061,Zone D,industriel,37.766,231.82,167.6,0.972,59.95,NORMAL,none
2026-05-11 17:44:00,SM_0062,Zone C,industriel,0.933,230.59,4.614,0.877,59.76,ALERTE,consumption_drop
2026-05-11 17:44:00,SM_0063,Zone A,residentiel,3.123,232.18,14.16,0.95,60.4,NORMAL,none
2026-05-11 17:44:00,SM_0064,Zone B,industriel,20.855,232.83,98.593,0.908,60.45,NORMAL,none
2026-05-11 17:44:00,SM_0065,Zone C,industriel,17.288,227.24,86.03,0.884,60.49,NORMAL,none
2026-05-11 17:44:00,SM_0066,Zone C,industriel,19.49,235.44,86.193,0.96,59.9,NORMAL,none
2026-05-11 17:44:00,SM_0067,Zone B,residentiel,1.406,237.78,6.44,0.918,58.84,ALERTE,frequency_deviation
2026-05-11 17:44:00,SM_0068,Zone C,residentiel,0.954,238.42,4.361,0.917,60.0,NORMAL,none
2026-05-11 17:44:00,SM_0069,Zone A,commercial,7.268,223.77,83.12,0.391,60.04,ALERTE,power_factor_low
2026-05-11 17:44:00,SM_0070,Zone B,commercial,0.362,239.65,1.621,0.933,60.18,ALERTE,consumption_drop
2026-05-11 17:44:00,SM_0071,Zone B,industriel,14.186,237.52,66.628,0.896,60.34,NORMAL,none
2026-05-11 17:44:00,SM_0072,Zone D,commercial,11.695,223.2,60.175,0.871,59.8,NORMAL,none
2026-05-11 17:44:00,SM_0073,Zone B,residentiel,3.571,202.98,19.531,0.901,59.73,ALERTE,voltage_low
2026-05-11 17:44:00,SM_0074,Zone C,industriel,30.594,232.57,139.809,0.941,60.28,NORMAL,none
2026-05-11 17:44:00,SM_0075,Zone C,residentiel,4.39,231.97,22.215,0.852,59.97,NORMAL,none
2026-05-11 17:44:00,SM_0076,Zone D,commercial,5.733,224.6,26.096,0.978,60.36,NORMAL,none
2026-05-11 17:44:00,SM_0077,Zone D,commercial,3.483,234.12,15.841,0.939,60.3,NORMAL,none
2026-05-11 17:44:00,SM_0078,Zone C,commercial,10.895,238.95,50.363,0.905,60.5,NORMAL,none
2026-05-11 17:44:00,SM_0079,Zone B,industriel,24.658,263.81,109.745,0.852,59.79,ALERTE,voltage_high
2026-05-11 17:44:00,SM_0080,Zone A,industriel,23.132,190.06,138.022,0.882,60.02,ALERTE,voltage_low
2026-05-11 17:44:00,SM_0081,Zone B,commercial,5.081,233.99,22.179,0.979,60.38,NORMAL,none
2026-05-11 17:44:00,SM_0082,Zone A,industriel,24.634,222.24,116.837,0.949,59.79,NORMAL,none
2026-05-11 17:44:00,SM_0083,Zone B,residentiel,4.175,229.93,20.297,0.895,60.06,NORMAL,none
2026-05-11 17:44:00,SM_0084,Zone B,residentiel,2.3,233.09,11.122,0.887,58.12,ALERTE,frequency_deviation
2026-05-11 17:44:00,SM_0085,Zone B,residentiel,3.233,225.18,15.33,0.937,60.44,NORMAL,none
2026-05-11 17:44:00,SM_0086,Zone D,industriel,27.454,233.2,130.994,0.899,59.79,NORMAL,none
2026-05-11 17:44:00,SM_0087,Zone C,residentiel,2.786,231.54,13.208,0.911,58.87,ALERTE,frequency_deviation
2026-05-11 17:44:00,SM_0088,Zone A,residentiel,2.893,234.54,14.291,0.863,60.46,NORMAL,none
2026-05-11 17:44:00,SM_0089,Zone C,commercial,8.085,228.3,37.141,0.954,60.29,NORMAL,none
2026-05-11 17:44:00,SM_0090,Zone D,commercial,23.52,259.09,160.681,0.565,59.75,ALERTE,combined
2026-05-11 17:44:00,SM_0091,Zone A,industriel,37.73,230.08,169.408,0.968,60.1,NORMAL,none
2026-05-11 17:44:00,SM_0092,Zone A,commercial,11.877,226.44,54.059,0.97,60.06,NORMAL,none
2026-05-11 17:44:00,SM_0093,Zone B,residentiel,2.199,237.89,9.543,0.969,59.78,NORMAL,none
2026-05-11 17:44:00,SM_0094,Zone C,residentiel,1.913,239.56,8.183,0.976,59.08,ALERTE,frequency_deviation
2026-05-11 17:44:00,SM_0095,Zone B,industriel,17.783,229.88,83.759,0.924,59.53,NORMAL,none
2026-05-11 17:44:00,SM_0096,Zone C,industriel,11.485,238.68,49.309,0.976,60.47,NORMAL,none
2026-05-11 17:44:00,SM_0097,Zone B,residentiel,2.964,223.93,14.23,0.93,59.67,NORMAL,none
2026-05-11 17:44:00,SM_0098,Zone B,industriel,23.409,255.1,102.22,0.898,59.86,ALERTE,voltage_high
2026-05-11 17:44:00,SM_0099,Zone D,commercial,6.244,221.41,40.855,0.69,60.49,ALERTE,power_factor_low
2026-05-11 17:44:00,SM_0100,Zone A,industriel,23.724,237.24,117.511,0.851,59.59,NORMAL,none
2026-05-11 17:45:00,SM_0001,Zone C,industriel,18.472,224.29,84.663,0.973,60.11,NORMAL,none
2026-05-11 17:45:00,SM_0002,Zone C,commercial,4.88,234.96,21.676,0.958,60.03,NORMAL,none
2026-05-11 17:45:00,SM_0003,Zone D,commercial,8.106,227.59,37.301,0.955,60.31,NORMAL,none
2026-05-11 17:45:00,SM_0004,Zone A,commercial,9.59,224.98,43.745,0.974,60.45,NORMAL,none
2026-05-11 17:45:00,SM_0005,Zone A,residentiel,3.9,238.48,17.563,0.931,60.73,ALERTE,frequency_deviation
2026-05-11 17:45:00,SM_0006,Zone A,commercial,11.251,234.32,138.392,0.347,59.66,ALERTE,power_factor_low
2026-05-11 17:45:00,SM_0007,Zone B,commercial,10.053,227.53,51.347,0.861,60.1,NORMAL,none
2026-05-11 17:45:00,SM_0008,Zone A,industriel,25.843,226.13,116.935,0.977,60.18,NORMAL,none
2026-05-11 17:45:00,SM_0009,Zone D,residentiel,12.492,263.23,88.633,0.535,60.31,ALERTE,combined
2026-05-11 17:45:00,SM_0010,Zone B,commercial,8.375,228.7,42.267,0.866,59.63,NORMAL,none
2026-05-11 17:45:00,SM_0011,Zone C,industriel,10.587,225.91,48.285,0.971,59.67,NORMAL,none
2026-05-11 17:45:00,SM_0012,Zone D,industriel,23.668,238.38,104.598,0.949,59.67,NORMAL,none
2026-05-11 17:45:00,SM_0013,Zone B,residentiel,2.729,228.18,28.433,0.421,59.87,ALERTE,power_factor_low
2026-05-11 17:45:00,SM_0014,Zone A,residentiel,0.36,233.9,1.797,0.856,59.87,ALERTE,consumption_drop
2026-05-11 17:45:00,SM_0015,Zone C,residentiel,4.534,234.76,28.107,0.687,59.64,ALERTE,power_factor_low
2026-05-11 17:45:00,SM_0016,Zone D,residentiel,3.033,236.61,14.367,0.892,59.78,NORMAL,none
2026-05-11 17:45:00,SM_0017,Zone A,industriel,32.109,230.58,154.042,0.904,60.32,NORMAL,none
2026-05-11 17:45:00,SM_0018,Zone B,commercial,11.512,236.03,55.178,0.884,59.94,NORMAL,none
2026-05-11 17:45:00,SM_0019,Zone D,commercial,6.396,220.92,30.903,0.937,60.06,NORMAL,none
2026-05-11 17:45:00,SM_0020,Zone A,commercial,10.767,231.73,50.938,0.912,59.69,NORMAL,none
2026-05-11 17:45:00,SM_0021,Zone C,residentiel,4.596,233.8,21.561,0.912,60.08,NORMAL,none
2026-05-11 17:45:00,SM_0022,Zone D,residentiel,4.851,197.36,25.934,0.948,60.44,ALERTE,voltage_low
2026-05-11 17:45:00,SM_0023,Zone B,residentiel,1.153,221.16,5.49,0.949,60.44,NORMAL,none
2026-05-11 17:45:00,SM_0024,Zone C,industriel,18.528,259.24,78.289,0.913,60.35,ALERTE,voltage_high
2026-05-11 17:45:00,SM_0025,Zone B,industriel,21.242,231.05,103.847,0.885,59.5,NORMAL,none
2026-05-11 17:45:00,SM_0026,Zone B,commercial,10.166,237.64,47.01,0.91,60.09,NORMAL,none
2026-05-11 17:45:00,SM_0027,Zone C,residentiel,1.398,220.55,6.76,0.937,60.35,NORMAL,none
2026-05-11 17:45:00,SM_0028,Zone D,commercial,8.122,260.16,34.592,0.902,60.12,ALERTE,voltage_high
2026-05-11 17:45:00,SM_0029,Zone C,residentiel,3.964,225.38,20.244,0.869,58.12,ALERTE,frequency_deviation
2026-05-11 17:45:00,SM_0030,Zone A,industriel,18.489,233.31,86.17,0.92,59.9,NORMAL,none
2026-05-11 17:45:00,SM_0031,Zone D,residentiel,3.248,223.96,16.412,0.884,60.06,NORMAL,none
2026-05-11 17:45:00,SM_0032,Zone A,commercial,10.442,231.54,49.555,0.91,59.69,NORMAL,none
2026-05-11 17:45:00,SM_0033,Zone A,commercial,9.512,233.83,41.99,0.969,60.14,NORMAL,none
2026-05-11 17:45:00,SM_0034,Zone C,industriel,16.104,225.51,83.731,0.853,59.92,NORMAL,none
2026-05-11 17:45:00,SM_0035,Zone A,commercial,5.375,233.79,26.024,0.883,60.01,NORMAL,none
2026-05-11 17:45:00,SM_0036,Zone C,commercial,8.181,233.61,39.775,0.88,59.79,NORMAL,none
2026-05-11 17:45:00,SM_0037,Zone B,industriel,10.061,222.12,76.659,0.591,59.83,ALERTE,power_factor_low
2026-05-11 17:45:00,SM_0038,Zone C,residentiel,3.533,238.22,16.2,0.915,59.57,NORMAL,none
2026-05-11 17:45:00,SM_0039,Zone B,residentiel,1.488,223.58,7.801,0.853,60.45,NORMAL,none
2026-05-11 17:45:00,SM_0040,Zone D,commercial,9.966,230.19,50.438,0.858,60.29,NORMAL,none
