timestamp,hour,meter_id,bus_id,consumer_type,consumption_kw,voltage_pu,frequency_hz,has_solar,is_anomalous,attack_type,attack_name
0,0,SMT_003624,3,commercial,1.9048982872816127,0.9994854943887199,59.99873922129082,False,False,fdia,FDIA_subtle
0,0,SMT_008851,5,residential,0.46840765898128345,1.005312284030701,60.002298687379806,False,True,fdia,FDIA_subtle
0,0,SMT_022111,12,industrial,6.288332791492677,0.9925615663015916,59.999460917250225,False,False,fdia,FDIA_subtle
0,0,SMT_009934,5,residential,1.2799792375763073,0.998358992453111,59.98315217965047,False,True,fdia,FDIA_subtle
0,0,SMT_020811,11,residential,0.9490871057232144,1.0201837446419852,59.998062367911366,False,True,fdia,FDIA_subtle
0,0,SMT_018939,10,commercial,1.6458242589552252,1.0142927330909406,60.00260805847695,False,False,fdia,FDIA_subtle
0,0,SMT_020163,11,commercial,4.114495685102485,0.9929553341371016,60.00576791209987,False,True,fdia,FDIA_subtle
0,0,SMT_005871,4,residential,0.9941051544253117,1.0008163339754157,60.00173911987525,False,False,fdia,FDIA_subtle
0,0,SMT_021610,12,commercial,1.0451640210988737,0.9969236582609068,60.00608591815932,False,False,fdia,FDIA_subtle
0,0,SMT_007983,4,residential,1.1119684475422469,0.9907766871044935,59.97994433846856,True,False,fdia,FDIA_subtle
0,0,SMT_002048,2,industrial,30.92390884193614,0.9966024883744623,59.998936204933266,False,False,fdia,FDIA_subtle
0,0,SMT_015885,9,residential,1.2041126355719305,1.0009938250861896,60.016817091211514,True,False,fdia,FDIA_subtle
0,0,SMT_005329,4,residential,1.0313008076958472,1.0138494988359859,60.013193376929785,True,False,fdia,FDIA_subtle
0,0,SMT_012960,7,commercial,3.7991033755862014,0.9900452925225204,59.984338553538564,False,False,fdia,FDIA_subtle
0,0,SMT_002160,2,residential,0.5267392462701246,0.9995365003407171,60.006676412726556,False,False,fdia,FDIA_subtle
0,0,SMT_015211,9,residential,0.7578152025038882,0.9809596528129392,60.01464443942305,True,False,fdia,FDIA_subtle
0,0,SMT_013761,7,commercial,3.4574383649033438,0.9868447532064484,59.993221036490816,False,False,fdia,FDIA_subtle
0,0,SMT_010507,6,residential,0.8698064997151758,1.002471802126014,60.018145499952944,False,False,fdia,FDIA_subtle
0,0,SMT_002947,3,residential,0.5519273731572966,0.9786612354843228,59.99741936866354,False,False,fdia,FDIA_subtle
0,0,SMT_023289,14,commercial,3.1068367060557156,0.9981833423439531,59.975454510425315,False,False,fdia,FDIA_subtle
0,0,SMT_004393,3,industrial,16.598619914736656,0.9983176663733428,59.97757194991504,False,False,fdia,FDIA_subtle
0,0,SMT_022560,13,commercial,4.183975391274395,0.9946367855376166,60.016134275662075,False,False,fdia,FDIA_subtle
0,0,SMT_006258,4,commercial,3.202333505351458,1.0060924041986419,59.992270660724856,False,False,fdia,FDIA_subtle
0,0,SMT_008319,4,industrial,18.51633659057636,1.004143846983658,60.012158572156096,False,False,fdia,FDIA_subtle
0,0,SMT_004888,3,commercial,3.1646621825996184,0.9995978798307856,60.00416445601141,False,False,fdia,FDIA_subtle
0,0,SMT_011224,6,residential,1.05508473966739,1.0105809043432774,60.01382081123909,False,False,fdia,FDIA_subtle
0,0,SMT_009259,5,commercial,3.8744145368298106,1.0283189145829268,60.00952651478958,False,True,fdia,FDIA_subtle
0,0,SMT_018050,10,residential,0.510474047222653,1.0016765623934918,59.99234158008356,False,False,fdia,FDIA_subtle
0,0,SMT_020831,12,residential,0.5050219734844578,0.997152098908047,60.00027366721238,False,False,fdia,FDIA_subtle
0,0,SMT_022606,13,residential,0.612067471366494,1.0187796922916408,60.00242394755373,False,False,fdia,FDIA_subtle
0,0,SMT_005478,4,residential,1.1590742240416436,1.007643718747262,59.9916817848845,False,False,fdia,FDIA_subtle
0,0,SMT_004132,3,residential,0.9513392278373254,1.0067662095857748,60.0138441471345,False,False,fdia,FDIA_subtle
0,0,SMT_016854,10,commercial,3.08441612646467,0.9852649036316417,59.99456913287377,False,False,fdia,FDIA_subtle
0,0,SMT_017408,10,residential,0.43393590953077704,1.0171978727756141,59.99199859907145,True,False,fdia,FDIA_subtle
0,0,SMT_015024,8,residential,0.6480309920984023,1.0019960993229253,59.99976651055145,False,True,fdia,FDIA_subtle
0,0,SMT_009038,5,residential,0.6778556866197465,1.0074752341958289,59.99834833614997,False,True,fdia,FDIA_subtle
0,0,SMT_021013,12,residential,1.2574532076791922,0.9942450338946055,59.9972914226877,False,False,fdia,FDIA_subtle
0,0,SMT_021200,12,commercial,2.788890925641039,1.0106738642233801,59.987723914433644,False,False,fdia,FDIA_subtle
0,0,SMT_019426,10,residential,0.9287378019104549,1.0102201270499536,59.9909547506052,True,False,fdia,FDIA_subtle
0,0,SMT_004810,3,industrial,27.069078942650712,1.0030326596575079,59.9872144145129,False,False,fdia,FDIA_subtle
0,0,SMT_012332,6,residential,1.0490941404393526,1.00147091455314,59.99070064041525,False,False,fdia,FDIA_subtle
0,0,SMT_002449,2,residential,0.765670680494161,1.0021073651791101,59.98645568515165,False,False,fdia,FDIA_subtle
0,0,SMT_010700,6,residential,1.145942627524285,1.008920636294669,59.99487143957231,True,False,fdia,FDIA_subtle
0,0,SMT_002280,2,industrial,16.130357327943756,1.0158833673212664,60.01272253990187,False,False,fdia,FDIA_subtle
0,0,SMT_010544,6,industrial,13.110406929756813,1.0020801351595832,60.00012607033694,False,False,fdia,FDIA_subtle
0,0,SMT_003302,3,residential,0.8633144742533856,1.0095028999327675,59.99871304743155,False,False,fdia,FDIA_subtle
0,0,SMT_003799,3,residential,1.111494640954241,0.9908680683806872,59.991651779025,False,False,fdia,FDIA_subtle
0,0,SMT_013055,7,residential,0.8580865064404143,1.0092525636021625,59.9970140379965,False,False,fdia,FDIA_subtle
0,0,SMT_019806,11,commercial,3.84711768092379,1.0104016299225567,59.99777643185786,False,True,fdia,FDIA_subtle
0,0,SMT_021119,12,residential,1.1056263172255938,0.9917875249216721,60.013312471724085,True,False,fdia,FDIA_subtle
0,0,SMT_009649,5,residential,1.1809795315517158,0.9972452458844803,59.985804502116785,False,True,fdia,FDIA_subtle
0,0,SMT_016048,9,residential,0.9105374029930741,0.9907622327160155,60.00458587448518,False,False,fdia,FDIA_subtle
0,0,SMT_002568,2,residential,0.3715712954966563,0.9947725563164522,59.99398540346836,False,False,fdia,FDIA_subtle
0,0,SMT_020958,12,residential,0.7796713832817547,1.0052202934708194,60.0090970533639,False,False,fdia,FDIA_subtle
0,0,SMT_015708,9,residential,0.9494703030219546,1.0074232970356056,60.00362138963098,False,False,fdia,FDIA_subtle
0,0,SMT_019904,11,commercial,1.2174847326209883,0.9939571989937975,60.02075710837236,False,True,fdia,FDIA_subtle
0,0,SMT_009022,5,commercial,3.332577072771094,1.0134079963599212,59.99761615396056,False,True,fdia,FDIA_subtle
0,0,SMT_020502,11,commercial,2.955439530556618,1.0202813166919928,59.994661855427964,False,True,fdia,FDIA_subtle
0,0,SMT_012639,6,residential,0.5454432547649228,1.004644800247171,60.004071143247074,False,False,fdia,FDIA_subtle
0,0,SMT_009643,5,industrial,12.289772486422677,1.031281168837388,59.98879990854877,False,True,fdia,FDIA_subtle
0,0,SMT_005836,4,industrial,24.882821108456973,0.993506389256121,59.997942986119185,False,False,fdia,FDIA_subtle
0,0,SMT_011142,6,residential,1.0893810165074223,1.0000915273963007,59.98514378546743,False,False,fdia,FDIA_subtle
0,0,SMT_001955,2,industrial,18.508167779613476,1.0070352566594112,60.00849099301247,False,False,fdia,FDIA_subtle
0,0,SMT_001537,2,commercial,2.1814143182902703,0.9970236303223171,60.005850833826756,False,False,fdia,FDIA_subtle
0,0,SMT_001108,2,residential,0.4676030783318785,1.0127766125199462,59.98516617933984,False,False,fdia,FDIA_subtle
0,0,SMT_018526,10,commercial,2.476511927271935,0.9749500375977705,59.99997854445902,False,False,fdia,FDIA_subtle
0,0,SMT_001209,2,residential,0.9758834577579896,0.9985484805706434,60.00294406081742,False,False,fdia,FDIA_subtle
0,0,SMT_008380,5,commercial,3.5155572866211426,1.0071855941977217,60.01406865317252,False,True,fdia,FDIA_subtle
0,0,SMT_007419,4,industrial,7.324438461631259,1.003837315144616,59.987717122625654,False,False,fdia,FDIA_subtle
0,0,SMT_005082,3,industrial,28.393956441359766,0.9965974210437543,60.00180773685801,False,False,fdia,FDIA_subtle
0,0,SMT_004377,3,residential,0.4031182743984106,0.9908473475322966,59.990155086107414,False,False,fdia,FDIA_subtle
0,0,SMT_013288,7,industrial,26.77546063626831,0.9832328630203564,60.00488777153143,False,False,fdia,FDIA_subtle
0,0,SMT_022836,13,residential,0.6051722408362737,0.9994635367917855,59.99714285663186,False,False,fdia,FDIA_subtle
0,0,SMT_004638,3,residential,0.6255981445937653,1.0050460498054157,59.99252810115427,False,False,fdia,FDIA_subtle
0,0,SMT_012612,6,residential,0.6653864060873691,1.0130581988631457,59.98847917640894,False,False,fdia,FDIA_subtle
0,0,SMT_020463,11,industrial,12.088951813302613,0.9974713242685648,59.992026374758126,False,True,fdia,FDIA_subtle
0,0,SMT_011576,6,industrial,10.357108403412182,0.9950043484603396,59.99826739039974,False,False,fdia,FDIA_subtle
0,0,SMT_019122,10,industrial,19.274313755959273,0.975791473631084,60.00284005373957,False,False,fdia,FDIA_subtle
0,0,SMT_017586,10,residential,0.8794782773926898,0.9943977080922541,59.99784306437008,False,False,fdia,FDIA_subtle
0,0,SMT_006993,4,residential,1.14925268264946,0.9881993651355777,60.0110011376411,True,False,fdia,FDIA_subtle
0,0,SMT_010851,6,residential,1.1414661708597706,1.009471627129773,59.99004563083318,False,False,fdia,FDIA_subtle
0,0,SMT_006644,4,commercial,1.7621265068066527,1.010862701988471,60.01531981871394,False,False,fdia,FDIA_subtle
0,0,SMT_016438,9,commercial,3.741369474190765,1.0119238946683817,59.99869085053448,False,False,fdia,FDIA_subtle
0,0,SMT_005010,3,residential,1.0205733702443065,1.0119260332407283,60.00542553691688,False,False,fdia,FDIA_subtle
0,0,SMT_000812,2,residential,1.0244882975930891,0.9972539853641958,59.98148794005752,False,False,fdia,FDIA_subtle
0,0,SMT_016654,9,residential,0.6419027855435189,1.0059532813764271,60.013122484331674,False,False,fdia,FDIA_subtle
0,0,SMT_011605,6,commercial,2.6277660687105726,1.012786922613216,59.992321917015346,False,False,fdia,FDIA_subtle
0,0,SMT_004315,3,residential,0.9224464595296692,1.0121749350873301,59.99632657684368,True,False,fdia,FDIA_subtle
0,0,SMT_012159,6,residential,0.7986838668208189,1.0046740264827652,60.01697454203664,False,False,fdia,FDIA_subtle
0,0,SMT_022892,13,commercial,2.757954336215117,1.0061817413164387,60.00839774102834,False,False,fdia,FDIA_subtle
0,0,SMT_006770,4,residential,0.7075675833090792,1.0140372100464317,60.0098282058174,False,False,fdia,FDIA_subtle
0,0,SMT_008817,5,commercial,3.6072191372120943,1.0062303919186815,59.982468684246584,False,True,fdia,FDIA_subtle
0,0,SMT_001962,2,residential,1.0415904641460265,1.0027914568993976,59.99214699417995,False,False,fdia,FDIA_subtle
0,0,SMT_015005,8,residential,1.121059910649003,1.0270728890673564,59.99682224433101,False,True,fdia,FDIA_subtle
0,0,SMT_003963,3,residential,1.021567258346347,1.0042202624408143,60.00978765832138,False,False,fdia,FDIA_subtle
0,0,SMT_010300,5,residential,0.5143660768464978,0.9709637181838229,59.989961449892846,True,True,fdia,FDIA_subtle
0,0,SMT_023411,14,commercial,1.8408307408373117,1.0147263797287447,59.97310458058955,False,False,fdia,FDIA_subtle
0,0,SMT_005472,4,industrial,21.87885315550229,1.0128762399232976,60.003735553511135,False,False,fdia,FDIA_subtle
0,0,SMT_012678,6,commercial,1.1089313856115781,0.9911011639567353,60.00553068512092,False,False,fdia,FDIA_subtle
0,0,SMT_003055,3,residential,0.40045139380421735,0.9861992246214422,59.9912396496394,False,False,fdia,FDIA_subtle
0,0,SMT_000954,2,residential,0.7555453213473307,0.9971897916695797,60.000110560112844,False,False,fdia,FDIA_subtle
0,0,SMT_011875,6,residential,0.6700720803537876,1.0002530572372272,59.99128423854579,False,False,fdia,FDIA_subtle
0,0,SMT_022641,13,residential,0.41610205267363326,1.014364026980598,59.99454230634002,False,False,fdia,FDIA_subtle
0,0,SMT_002002,2,residential,0.7665101243852365,0.9895427227893937,59.986349620077206,False,False,fdia,FDIA_subtle
0,0,SMT_008290,4,residential,0.9271707173402018,1.002385100041633,60.00240757286764,False,False,fdia,FDIA_subtle
0,0,SMT_018358,10,commercial,2.1794820786064313,0.9995946243620101,59.99190437358855,False,False,fdia,FDIA_subtle
0,0,SMT_015582,9,industrial,20.958862677670353,1.0075323656971664,59.984684423488545,False,False,fdia,FDIA_subtle
0,0,SMT_021206,12,residential,0.9045465439320002,0.9960148829951313,60.01442163978834,False,False,fdia,FDIA_subtle
0,0,SMT_016728,9,commercial,1.3638028281901993,0.9920073497037655,60.00456008024974,False,False,fdia,FDIA_subtle
0,0,SMT_010363,6,industrial,30.339939318196972,0.9905684744532005,59.996266846405234,False,False,fdia,FDIA_subtle
0,0,SMT_004430,3,residential,0.5664353250671516,1.00013099842555,59.99415496914738,False,False,fdia,FDIA_subtle
0,0,SMT_003663,3,residential,0.7985222448264736,0.9967986630420145,60.01298600661301,False,False,fdia,FDIA_subtle
0,0,SMT_008982,5,residential,0.4843636896387186,1.0153359720243706,60.00020126865125,False,True,fdia,FDIA_subtle
0,0,SMT_018906,10,residential,0.7320424255205336,1.0055232631178739,59.99890593006958,False,False,fdia,FDIA_subtle
0,0,SMT_014198,8,commercial,3.1552385135290737,0.998383151861242,59.99077155840849,False,True,fdia,FDIA_subtle
0,0,SMT_020663,11,commercial,1.9828553688446835,0.9955617561080647,60.00343730866178,False,True,fdia,FDIA_subtle
0,0,SMT_018027,10,commercial,2.121948115309522,0.9894730187032401,59.99592654295166,False,False,fdia,FDIA_subtle
0,0,SMT_016414,9,residential,0.44280329481779995,0.9984519671777691,60.00102474091428,False,False,fdia,FDIA_subtle
0,0,SMT_003778,3,commercial,4.398580760314963,0.9822308039252394,60.00118892705227,False,False,fdia,FDIA_subtle
0,0,SMT_000703,2,commercial,3.4059650097742926,0.9999345692610263,59.99756598873166,False,False,fdia,FDIA_subtle
0,0,SMT_008076,4,industrial,22.81556620773512,1.0136514669350507,59.99012908008208,False,False,fdia,FDIA_subtle
0,0,SMT_010550,6,residential,0.5002373198829195,1.003114778076487,59.97851406064293,False,False,fdia,FDIA_subtle
0,0,SMT_000859,2,commercial,2.7579310328288145,0.9987708796930377,59.99377751471206,False,False,fdia,FDIA_subtle
0,0,SMT_010404,6,commercial,1.8008167036203344,0.9937232248645888,59.990829460176805,False,False,fdia,FDIA_subtle
0,0,SMT_023251,14,industrial,16.650290364878526,1.0084501050904437,59.99302331802063,False,False,fdia,FDIA_subtle
0,0,SMT_010813,6,residential,0.8289283128866548,1.0025645623659778,60.00053752152459,False,False,fdia,FDIA_subtle
0,0,SMT_016457,9,residential,0.5505974323292954,0.9915381326577052,60.01168190237892,False,False,fdia,FDIA_subtle
0,0,SMT_016836,10,residential,0.40373261923844966,0.9873939065188542,60.020229016437554,False,False,fdia,FDIA_subtle
0,0,SMT_005501,4,industrial,12.343236317216912,0.9946202820918876,59.998451378111135,False,False,fdia,FDIA_subtle
0,0,SMT_006440,4,commercial,3.632108476841175,1.0078753634244413,60.00760068297663,False,False,fdia,FDIA_subtle
0,0,SMT_016332,9,commercial,2.4881283120084134,1.0184432251148086,59.98697754816524,False,False,fdia,FDIA_subtle
0,0,SMT_016304,9,residential,0.6387568880426734,0.9904153341370706,60.019887343536226,False,False,fdia,FDIA_subtle
0,0,SMT_001200,2,residential,0.9471137020707869,1.008292956399883,59.9962103650699,False,False,fdia,FDIA_subtle
0,0,SMT_014402,8,residential,0.6926800714731197,1.00998439272998,60.01203645457176,False,True,fdia,FDIA_subtle
0,0,SMT_004028,3,commercial,1.0788977208314285,0.9976067620357911,60.00495443727159,False,False,fdia,FDIA_subtle
0,0,SMT_014499,8,commercial,1.946945900537642,1.0103284700516926,59.997919783629,False,True,fdia,FDIA_subtle
0,0,SMT_017953,10,residential,0.7142402253936897,0.985801181763778,60.00416771501072,False,False,fdia,FDIA_subtle
0,0,SMT_007986,4,residential,1.289261780081452,0.997703451845945,59.995117235946815,False,False,fdia,FDIA_subtle
0,0,SMT_022421,13,commercial,0.9983912659642038,1.0132794508711305,59.9805330531112,False,False,fdia,FDIA_subtle
0,0,SMT_016404,9,commercial,1.9579984137619357,1.0049559455365387,59.99972560680283,False,False,fdia,FDIA_subtle
0,0,SMT_020469,11,commercial,3.0629097277995156,1.016195773356261,59.989303611399514,False,True,fdia,FDIA_subtle
0,0,SMT_000682,2,residential,0.8390728555025275,0.9906080190687441,59.99701990523771,False,False,fdia,FDIA_subtle
0,0,SMT_023778,14,commercial,3.1168345363312997,1.0004628959155495,59.99671314100741,False,False,fdia,FDIA_subtle
0,0,SMT_015377,9,residential,1.1869047072166035,1.0011690328312295,60.01246818156991,False,False,fdia,FDIA_subtle
0,0,SMT_021883,12,residential,1.2434917823597136,0.9995300979481452,59.995853018684834,False,False,fdia,FDIA_subtle
0,0,SMT_019974,11,residential,0.7307899397972469,1.01699233143357,59.990519120869656,False,True,fdia,FDIA_subtle
0,0,SMT_012144,6,residential,1.2471186549583764,0.9933313828029804,60.01538790363814,False,False,fdia,FDIA_subtle
0,0,SMT_016834,10,commercial,1.623718021467515,0.9840589328095555,60.00215216639251,False,False,fdia,FDIA_subtle
0,0,SMT_006609,4,residential,0.4107318891979048,1.0012908706968373,60.001587057091065,True,False,fdia,FDIA_subtle
0,0,SMT_008453,5,industrial,25.26959741127261,1.009131750877157,59.99964983804541,False,True,fdia,FDIA_subtle
0,0,SMT_011436,6,residential,0.444059452744034,0.9962158507427181,59.99977454175198,False,False,fdia,FDIA_subtle
0,0,SMT_021282,12,residential,1.0898057523923552,0.9762155209217056,59.99600824321544,False,False,fdia,FDIA_subtle
0,0,SMT_013617,7,residential,0.6541932870941208,1.0152792656221108,59.999087581630434,False,False,fdia,FDIA_subtle
0,0,SMT_009926,5,commercial,1.5227424418890563,1.007832136232642,60.003515240048486,False,True,fdia,FDIA_subtle
0,0,SMT_014441,8,commercial,1.5594399953553408,1.0037014586340418,60.017137411658965,False,True,fdia,FDIA_subtle
0,0,SMT_013757,7,residential,0.5765423539819483,1.001320855313967,59.990995680151066,False,False,fdia,FDIA_subtle
0,0,SMT_002472,2,residential,0.939451725248599,0.9961746572710326,59.96741299774577,False,False,fdia,FDIA_subtle
0,0,SMT_008602,5,industrial,26.63457362301867,0.988837376426654,59.997405901970254,False,True,fdia,FDIA_subtle
0,0,SMT_022426,13,residential,0.7439615893958847,1.0255348531765582,59.994285798476554,True,False,fdia,FDIA_subtle
0,0,SMT_018226,10,commercial,2.4014778795141623,1.0044323741157621,60.007049774001636,False,False,fdia,FDIA_subtle
0,0,SMT_014805,8,residential,0.9725075078196204,1.0006118308317387,60.00301538042442,False,True,fdia,FDIA_subtle
0,0,SMT_017694,10,residential,0.9989965877621731,1.0020127036725937,60.00970499590386,False,False,fdia,FDIA_subtle
0,0,SMT_016494,9,commercial,2.291784474057736,1.0091980579898376,59.994316710840344,False,False,fdia,FDIA_subtle
0,0,SMT_022386,13,residential,0.9098704814880317,1.0021900820800675,60.00744212420889,False,False,fdia,FDIA_subtle
0,0,SMT_005844,4,industrial,16.082782643065162,1.0085652826491167,59.9984300698083,False,False,fdia,FDIA_subtle
0,0,SMT_016879,10,commercial,2.14677790215406,0.9885544350567128,59.9991687705634,False,False,fdia,FDIA_subtle
0,0,SMT_011152,6,residential,1.0121322431702133,1.0115295291315347,59.995214365994045,False,False,fdia,FDIA_subtle
0,0,SMT_009113,5,residential,0.8566712235019545,1.0110006483541665,59.981983138205464,False,True,fdia,FDIA_subtle
0,0,SMT_008971,5,residential,1.2114970553364364,1.0174446011064058,59.98635334391307,False,True,fdia,FDIA_subtle
0,0,SMT_021960,12,residential,0.7400291116420822,1.006635089379631,60.005649751057916,False,False,fdia,FDIA_subtle
0,0,SMT_007982,4,industrial,31.292051643613238,0.9913144396561043,59.979329006616574,False,False,fdia,FDIA_subtle
0,0,SMT_016177,9,residential,0.4468725325560771,0.9998548347680788,60.001905429272014,False,False,fdia,FDIA_subtle
0,0,SMT_001234,2,industrial,10.108678921883344,0.9961471044979304,59.98871771452651,False,False,fdia,FDIA_subtle
0,0,SMT_007404,4,residential,1.0791339948030225,0.994938715361654,59.996082043963476,True,False,fdia,FDIA_subtle
0,0,SMT_023304,14,residential,0.8174824689062581,1.0142630061559954,60.01472837233215,False,False,fdia,FDIA_subtle
0,0,SMT_007095,4,residential,1.0276591479649397,1.0069179553660745,59.99770850312698,False,False,fdia,FDIA_subtle
0,0,SMT_009810,5,commercial,3.801735296112087,1.003441164074852,60.0093085225555,False,True,fdia,FDIA_subtle
0,0,SMT_012250,6,commercial,2.036065580662932,0.990154248086511,60.0027215601023,False,False,fdia,FDIA_subtle
0,0,SMT_009491,5,residential,0.644967738973346,0.999550554153333,60.01089546887288,True,True,fdia,FDIA_subtle
0,0,SMT_013108,7,industrial,27.552395154155597,1.0002246910289434,59.98724607650691,False,False,fdia,FDIA_subtle
0,0,SMT_022457,13,residential,0.9156315935062802,1.0086149476210347,59.99242129235573,False,False,fdia,FDIA_subtle
0,0,SMT_021281,12,residential,1.0978304264976493,1.003183832721069,59.99723759364778,False,False,fdia,FDIA_subtle
0,0,SMT_017950,10,commercial,2.7928374283247237,1.012732207687061,59.986746541605854,False,False,fdia,FDIA_subtle
0,0,SMT_023319,14,residential,1.2183847383160746,1.002810210392493,60.00016385371767,False,False,fdia,FDIA_subtle
0,0,SMT_006924,4,residential,0.901700303078889,0.9926575691175734,60.004320504949284,False,False,fdia,FDIA_subtle
0,0,SMT_002660,3,residential,0.9267703950042372,1.0003971200278226,59.998559950558565,False,False,fdia,FDIA_subtle
0,0,SMT_017776,10,commercial,3.9214538543023014,0.977389987766198,59.99749076387139,False,False,fdia,FDIA_subtle
0,0,SMT_022230,13,residential,0.9439791239741054,0.9948917726503917,59.98243107731991,True,False,fdia,FDIA_subtle
0,0,SMT_023368,14,industrial,25.870369608174016,1.0111922551973966,59.9946483343054,False,False,fdia,FDIA_subtle
0,0,SMT_012283,6,commercial,1.5427459207461847,0.9954695164185762,60.01259096084897,False,False,fdia,FDIA_subtle
0,0,SMT_021815,12,residential,0.510632232876981,1.0154742180621916,59.99464330394447,True,False,fdia,FDIA_subtle
0,0,SMT_002719,3,residential,1.176119204108434,1.0025635836613356,60.00366555725749,False,False,fdia,FDIA_subtle
0,0,SMT_020886,12,residential,0.69517259473716,1.006254305807727,59.9992593608849,True,False,fdia,FDIA_subtle
0,0,SMT_006878,4,residential,0.4384614049555665,1.0040419460036054,60.00225637469133,False,False,fdia,FDIA_subtle
0,0,SMT_013360,7,industrial,12.892123364441737,0.9996067101546899,60.01206945896665,False,False,fdia,FDIA_subtle
0,0,SMT_003769,3,commercial,2.923261281212027,0.9814789797418624,60.00640156583743,False,False,fdia,FDIA_subtle
0,0,SMT_006503,4,commercial,2.4734930354355096,0.9955111777524646,60.00512918955364,False,False,fdia,FDIA_subtle
0,0,SMT_009029,5,industrial,20.773345551596265,1.0053023732955686,60.00208322059906,False,True,fdia,FDIA_subtle
0,0,SMT_021552,12,industrial,12.10953364253418,1.0078447255280734,59.98736752805587,False,False,fdia,FDIA_subtle
0,0,SMT_020432,11,residential,0.4827527869132701,1.010482934158838,59.994274035754636,False,True,fdia,FDIA_subtle
0,0,SMT_022642,13,residential,1.0647947964119095,0.9973377604707202,59.994302755149334,False,False,fdia,FDIA_subtle
0,0,SMT_000475,1,industrial,18.19923218543965,0.999534463726149,59.99948037689597,False,False,fdia,FDIA_subtle
0,0,SMT_016117,9,commercial,2.3749549899432143,1.0007649587134841,59.997385089979915,False,False,fdia,FDIA_subtle
0,0,SMT_011041,6,residential,0.6967109866380294,1.0036073704179358,59.99350745170873,False,False,fdia,FDIA_subtle
0,0,SMT_002004,2,industrial,9.791599655328929,0.9931758154220923,60.00217337932589,False,False,fdia,FDIA_subtle
0,0,SMT_013918,8,residential,1.1253041655272429,1.0047715855593409,59.98397584301216,False,True,fdia,FDIA_subtle
0,0,SMT_004966,3,residential,0.5354696582212727,0.9893915445767033,59.99552260581578,False,False,fdia,FDIA_subtle
0,0,SMT_000743,2,industrial,17.681657766730677,1.0077371065238603,59.98865407170447,False,False,fdia,FDIA_subtle
0,0,SMT_003510,3,residential,0.6602891834960806,1.0011239391171172,60.008481415007296,False,False,fdia,FDIA_subtle
0,0,SMT_005627,4,residential,0.8470021688181482,0.9919692167844907,59.98926167407978,False,False,fdia,FDIA_subtle
0,0,SMT_021259,12,residential,1.0336247864866477,1.0049428805234963,60.0033591959766,True,False,fdia,FDIA_subtle
0,0,SMT_016296,9,industrial,6.700469015860861,1.0068732683242263,59.996844419391515,False,False,fdia,FDIA_subtle
0,0,SMT_011707,6,residential,0.8547981163351489,1.025345979865159,59.987710954890616,False,False,fdia,FDIA_subtle
0,0,SMT_013048,7,residential,0.4326216620124549,0.999619952380524,60.0038597714492,False,False,fdia,FDIA_subtle
0,0,SMT_013994,8,residential,1.1721630417799576,1.0069965026304704,60.006329945236914,False,True,fdia,FDIA_subtle
0,0,SMT_022082,12,residential,1.1231712815218426,1.0174297010554874,59.995747043543716,False,False,fdia,FDIA_subtle
0,0,SMT_020824,12,residential,1.0266215734212958,1.0029940097498085,60.00750845692779,False,False,fdia,FDIA_subtle
